word,cluster
religious,4
reluctant,1
rely,3
remain,8
remaining,8
remains,8
remarkable,10
remember,2
remind,2
remote,4
remove,3
renewable,6
renowned,3
rent,5
repeat,1
replace,1
report,3
reporter,4
represent,3
reproduce,3
reputation,3
reputed,3
request,3
require,3
requirement,3
rescue,1
research,7
researcher,7
resist,1
resolve,3
resort,4
resource,3
respect,3
respectable,10
respectful,10
respecting,3
respective,3
respond,3
response,3
responsibility,1
responsible,1
responsibly,3
rest,8
restaurant,4
restrict,3
restricted,3
restriction,3
result,1
resulting,1
resume,8
retain,3
return,8
reveal,1
revealed,1
review,4
revolution,4
revolutionary,4
reward,3
rewarding,3
rice,6
rich,6
rid,3
ride,4
riding,4
right,1
rightly,2
rise,8
rising,8
risk,1
risky,1
river,6
road,4
robot,4
rock,4
role,3
roof,6
room,4
rooms,4
root,1
round,4
rounded,6
route,4
routine,1
ruin,1
rule,4
run,4
running,4
rural,4
rush,4
rushing,4
sacrifice,4
sad,10
sadly,2
sadness,10
safe,1
safely,1
safety,1
said,1
sake,3
salary,5
sale,5
sales,5
same,8
sample,4
satellite,6
satisfaction,1
satisfactory,1
satisfied,1
satisfy,1
satisfying,1
save,1
saved,1
saving,1
savings,5
saw,1
say,2
saying,1
scale,5
scarcity,1
scared,10
scenario,10
scene,4
schedule,4
scholarship,7
school,7
schooling,7
science,7
scientific,7
scientist,7
scope,1
score,4
screen,4
sea,4
search,1
searching,1
season,4
seat,4
second,8
secondary,1
secondly,8
secret,1
section,3
sector,4
secure,3
security,4
see,2
seeing,10
seek,1
seeking,1
seem,2
seen,1
seldom,8
select,3
selected,3
selection,3
self,10
selfish,10
selfishness,10
sell,5
seller,5
selling,5
semester,7
send,1
sending,1
senior,7
sense,2
sensible,3
sensitive,1
sent,1
sentence,3
separate,3
series,4
serious,1
seriously,1
serve,9
service,1
serving,9
set,1
setting,1
settle,8
settled,8
setup,4
seven,8
several,8
severe,1
sex,9
sexual,9
shall,1
shame,10
shampoo,6
shape,6
shaped,6
shaping,3
share,5
shares,5
sharp,6
she,9
sheer,1
shell,6
shelter,1
shift,1
shine,10
ship,4
shirt,4
shock,1
shooting,1
shop,4
shopping,4
short,8
shortage,1
shorter,8
shot,1
should,2
show,4
showing,1
shown,1
shy,10
sick,1
sickness,1
side,6
sided,6
sides,6
sight,6
sign,4
significance,4
significant,8
significantly,5
silly,10
similar,3
similarly,8
simple,3
simpler,3
simply,3
since,8
sincere,10
sing,4
singer,9
singing,4
single,4
sister,9
sit,8
site,4
sitting,8
situation,3
six,8
sixty,8
size,5
skill,10
skilled,10
skillful,10
skin,6
skip,10
sky,6
sleep,4
sleeping,4
slightly,2
slow,10
slowly,5
small,8
smaller,8
smart,10
smell,6
smile,10
smoke,6
smoking,6
smooth,6
smoothly,6
so,2
soap,6
soccer,4
sociable,10
social,9
socialization,9
socialize,9
socially,9
society,4
sociology,7
soft,6
software,4
solar,6
sold,5
sole,1
solely,3
solid,1
solution,3
solve,3
some,8
somebody,2
someday,2
somehow,2
someone,2
something,2
sometime,8
sometimes,8
somewhat,2
somewhere,2
son,9
song,4
sons,9
soon,8
sooner,2
sophisticated,3
sorry,2
sort,2
soul,10
sound,4
source,3
south,4
space,1
span,6
spare,8
speak,3
speaker,3
speaking,3
special,4
specialist,8
speciality,8
specialization,8
specialize,8
specialized,8
specially,8
species,6
specific,3
specifically,3
spectrum,6
speech,3
speed,10
spend,8
spending,8
spent,8
sphere,4
spirit,10
spiritual,10
spite,1
split,1
spoil,1
spoiled,1
spoken,3
sport,4
sporting,4
sports,4
spot,8
spread,8
spreading,8
stability,3
stable,6
staff,9
stage,4
stake,5
stance,3
stand,2
standard,4
standing,8
star,4
start,8
starting,8
state,4
stated,1
statement,3
station,4
statistics,3
status,4
stay,8
stayed,8
stays,8
stead,2
steady,8
steal,1
stealing,1
step,1
stepping,1
steps,1
stick,8
sticking,8
still,8
stimulate,3
stock,5
stocks,5
stone,6
stop,8
stopped,8
store,4
story,4
straight,8
strain,1
strange,2
stranger,2
strategy,1
stream,6
street,4
streets,4
strength,1
strengthen,3
stress,1
stressful,1
strict,1
strictly,1
strike,1
striking,1
strive,3
strong,3
strongly,8
structure,1
struggle,1
struggling,1
stuck,8
student,7
studied,7
study,7
stuff,2
stupid,10
style,1
sub,1
subject,3
subjected,1
subjective,3
submit,3
substantial,8
substitute,4
subway,4
succeed,9
succeeding,9
success,1
successful,1
successfully,1
such,8
sudden,1
suddenly,8
suffer,1
suffering,1
sufficient,3
sugar,6
suggest,3
suggestion,3
suicide,1
suit,4
suitable,3
sum,5
summarize,3
summary,3
summer,4
sun,6
super,4
superficial,6
superior,1
superman,4
supermarket,4
supervision,1
supervisor,9
supply,1
support,3
supporting,3
supportive,10
suppose,2
supposed,1
sure,2
surely,2
surf,4
surface,6
surgery,9
surprise,1
surprised,10
surprising,10
surrounded,4
surrounding,4
surroundings,4
survey,7
survival,6
survive,6
surviving,6
sustain,3
sustainable,5
sweet,6
swim,4
swimming,4
switch,4
syllabus,7
symbol,4
system,4
table,1
tackle,4
take,1
taken,1
taker,4
taking,1
talent,10
talented,10
talk,3
talking,2
target,1
targeted,1
task,1
taste,6
taught,7
tax,5
taxi,4
teach,7
teacher,7
teaching,7
team,4
teamwork,10
tech,7
technical,7
technique,1
technological,7
technologically,7
technology,7
tedious,10
teen,9
teenage,9
teenager,9
teens,9
teeth,6
telecast,4
telephone,4
television,4
tell,2
telling,1
temperature,6
temple,4
temporary,8
ten,8
tend,1
tendency,1
tender,1
tennis,4
tension,1
term,3
terrible,10
terrorism,1
terrorist,1
test,7
tested,7
testing,7
text,1
textbook,4
than,2
thank,2
thanks,2
that,2
the,8
theater,4
their,8
theirs,8
them,8
theme,4
themselves,8
then,8
theoretical,3
theory,3
there,2
thereby,8
therefore,8
these,8
thesis,4
they,8
thin,6
thing,2
think,2
thinking,2
third,8
thirdly,8
thirst,1
thirty,8
this,8
thorough,3
thoroughly,8
those,8
though,2
thought,2
thousand,8
threat,1
three,8
throat,6
through,8
throughout,8
throw,8
thrown,8
thus,8
ticket,4
tight,6
till,1
time,8
times,8
timing,4
tiny,8
tired,10
to,8
today,8
together,8
told,1
tolerance,3
tomorrow,2
too,2
took,1
tool,4
tooth,6
top,1
topic,3
total,5
totally,8
touch,10
tough,6
tour,4
touring,4
tourism,4
tourist,4
toward,6
towards,6
town,4
toy,4
track,4
trade,5
trading,5
tradition,4
traditional,4
traffic,4
train,4
trained,1
training,1
trait,3
transaction,5
transfer,1
transform,1
transition,1
transport,4
transportation,4
travel,8
traveled,8
traveler,8
traveling,8
travelled,8
traveller,8
treasure,4
treat,9
treating,9
treatment,9
tree,6
tremendous,8
tremendously,2
trend,5
trial,1
trick,4
tried,1
trip,8
trivial,1
trouble,10
trough,1
true,1
truly,2
trust,1
trustworthy,10
truth,1
try,1
trying,1
tuition,7
turn,8
turned,8
turning,8
turns,8
tv,4
twentieth,4
twenty,8
twice,8
two,8
type,3
typical,3
typically,8
ultimate,4
ultimately,8
unable,1
unaware,10
unbiased,3
uncle,9
uncomfortable,10
undeniable,2
under,1
undergo,1
undergraduate,7
underground,4
underline,3
underlying,3
understand,2
understandable,2
understanding,3
understood,2
undoubtedly,2
unemployment,5
unexpected,1
unfair,1
unfamiliar,10
unfortunately,2
unhappy,10
unhealthy,6
unimportant,3
union,4
unique,3
united,4
unity,10
universal,3
universe,6
university,7
unknowingly,10
unknown,6
unless,2
unlike,3
unlikely,2
unlimited,3
unnecessary,3
unpleasant,1
unreal,10
unsatisfied,1
unsuccessful,1
until,8
unusual,3
unwanted,1
up,8
upbringing,9
upcoming,1
update,4
upon,1
upper,1
upset,10
urban,4
urge,1
us,4
usage,3
use,3
used,1
useful,3
useless,3
user,3
usual,3
usually,8
utility,4
utilize,3
utmost,10
vacation,4
valid,3
valuable,3
value,5
valued,5
varied,8
variety,8
various,8
vary,3
vast,8
vastly,5
vehicle,4
venture,5
verify,3
version,4
very,2
via,1
vice,9
victim,1
video,4
view,3
viewer,4
viewing,4
viewpoint,3
village,4
violence,1
violent,1
virtual,4
virtually,8
virtue,10
virus,6
visa,4
visible,1
vision,6
visit,8
visiting,8
visual,4
vital,3
vocabulary,3
voice,4
voluntary,1
volunteer,1
vote,4
voting,4
vulnerable,1
wait,2
waiting,2
wake,1
walk,4
walking,4
wall,6
want,1
wanting,1
war,4
warm,6
warming,8
was,8
wash,6
washing,6
waste,6
wasted,6
wasting,6
watch,4
watched,4
watching,4
water,6
way,1
ways,1
we,2
weak,3
weakness,1
wealth,5
wealthy,5
wear,4
wearing,4
weather,6
web,4
website,4
week,8
weekend,4
weekly,4
weigh,5
weight,5
welcome,2
welfare,9
well,8
went,8
were,8
west,4
western,4
what,2
whatever,2
wheel,4
when,8
whenever,2
where,8
whereas,3
wherein,8
wherever,2
whether,2
which,8
while,8
white,6
who,9
whole,8
whom,9
whose,8
why,2
wide,8
widely,8
widen,5
widespread,8
wife,9
wikipedia,3
wild,6
will,2
willing,1
willingness,1
win,4
window,6
winner,4
winning,4
winter,4
wisdom,10
wise,2
wisely,3
wiser,2
wish,1
witch,4
with,8
within,8
without,3
witness,1
woman,9
won,4
wonder,2
wonderful,10
wont,2
wood,6
word,3
work,9
worked,9
worker,9
working,9
workload,1
workplace,9
works,9
world,4
worldwide,8
worried,10
worry,2
worrying,2
worse,10
worst,10
worth,3
worthwhile,3
worthy,3
would,2
write,4
writer,4
writing,4
written,4
wrong,3
wrote,4
yahoo,4
year,8
yes,2
yesterday,2
yet,2
yield,5
you,2
young,9
younger,9
youngster,9
your,2
yours,2
yourself,2
youth,9
zeal,10
zero,5
zone,1
