"imputed_semantic_domain","l1","l2","Unnamed..0","overlap","p","rho","cult.dist"
"Animals","hu","pt",162954.789474,15.9210526316,0.287776594811,0.369688994718,NA
"Animals","hu","ro",163740.710526,16.1315789474,0.223551855079,0.396288616922,NA
"Animals","hu","ru",164519.135135,18.1891891892,0.189600701538,0.418102573489,NA
"Animals","hu","sk",165309.75,13.0555555556,0.297988760426,0.239827247429,NA
"Animals","hy","be",166024.83871,13.6451612903,0.301558000232,0.214295000829,NA
"Animals","hy","bg",166726.225806,15.0967741935,0.288723652216,0.279617333173,NA
"Animals","hy","ca",167354.482759,11.5517241379,0.384416945754,0.287383349719,NA
"Animals","hy","cs",168070.322581,14.6451612903,0.256683017101,0.255613886753,NA
"Animals","hy","da",168775.258065,11.4193548387,0.374922491425,0.302698483717,NA
"Animals","hy","de",169529.875,14.90625,0.348435116339,0.226243120599,NA
"Animals","hy","en",170295.5,13.59375,0.312597882309,0.201560326095,NA
"Animals","hy","es",171058.0625,13.96875,0.284984079085,0.354012288576,NA
"Animals","hy","eu",171805.103448,13.6206896552,0.337477492445,0.278743962635,NA
"Animals","hy","fr",172510.83871,13.6129032258,0.36783680724,0.343377279805,NA
"Animals","hy","he",173240,10.1,0.342273976251,0.270848862983,NA
"Animals","hy","hr",173921.677419,13.2903225806,0.351429898293,0.316381117113,NA
"Animals","hy","it",174610.592593,12.2962962963,0.32576992085,0.213777474067,NA
"Animals","hy","ja",175317.827586,11.3103448276,0.368996637244,0.270738386722,NA
"Animals","hy","ka",175942.65625,13.96875,0.294161655253,0.321102702677,NA
"Animals","hy","kk",176602.241379,13.8620689655,0.267686721741,0.333486189417,NA
"Animals","hy","la",177289.566667,8.5,0.441218283226,0.251280025416,NA
"Animals","hy","lt",177993.033333,12.4666666667,0.424130507626,0.132755199163,NA
"Animals","hy","nl",178733.1,12.1666666667,0.334381492038,0.143749603016,NA
"Animals","hy","no",179488.935484,10.6451612903,0.266973999332,0.266672269679,NA
"Animals","hy","pl",180241.2,13.2,0.256656447108,0.319906187575,NA
"Animals","hy","pt",180947.741935,13.6451612903,0.338137530457,0.253551176624,NA
"Animals","hy","ro",181692.1875,13.34375,0.360365038503,0.276491427712,NA
"Animals","hy","ru",182412.166667,16.6,0.297510133104,0.335777956983,NA
"Animals","hy","sk",183161.4,13.5,0.370797514638,0.270537421503,NA
"Animals","it","be",183866.266667,10.8333333333,0.414361371695,0.309656573759,NA
"Animals","it","es",184600.69697,15.7878787879,0.212771362721,0.463601304812,NA
"Animals","it","eu",185379.62069,11.275862069,0.342928434803,0.288798913682,NA
"Animals","it","he",186074.233333,10,0.317409500508,0.29972559188,NA
"Animals","it","ja",186801.258065,9.54838709677,0.395536241206,0.165494627235,NA
"Animals","it","ka",187455.933333,10.6,0.447803334034,0.234787310498,NA
"Animals","it","kk",188135.642857,10.5714285714,0.273882669552,0.392834364773,NA
"Animals","it","ro",188854.46875,13.59375,0.329386069092,0.358112083264,NA
"Animals","ja","be",189599.484848,9.42424242424,0.45251306267,0.0979558743154,NA
"Animals","ja","es",190244.055556,11.7777777778,0.326339329046,0.271844572647,NA
"Animals","ja","eu",190950.818182,10.0909090909,0.32636911957,0.231415476794,NA
"Animals","ja","he",191593.588235,7.38235294118,0.353820000041,0.161186564756,NA
"Animals","ja","ka",192249.818182,9.63636363636,0.435340569592,0.166970931302,NA
"Animals","ka","be",192844.083333,14.6388888889,0.237167237551,0.280715553558,NA
"Animals","ka","es",193528.947368,13.6578947368,0.321958575606,0.275485455062,NA
"Animals","ka","eu",194236.571429,14.2285714286,0.366764903495,0.207681840636,NA
"Animals","ka","he",194898.882353,9.52941176471,0.362525374416,0.271067596032,NA
"Animals","kk","be",195554.060606,13.7575757576,0.371406182113,0.280941939768,NA
"Animals","kk","es",196274.972973,14.0540540541,0.222012141109,0.43201447579,NA
"Animals","kk","eu",197040.571429,14,0.221991692288,0.320342655374,NA
"Animals","kk","he",197734.419355,9.96774193548,0.387382965096,0.18798675045,NA
"Animals","kk","ja",198445.387097,9,0.349472896773,0.166088777298,NA
"Animals","kk","ka",199077.382353,13.8823529412,0.243142216423,0.366117903092,NA
"Animals","la","be",199734.514286,8.65714285714,0.548673591221,-0.0467344018211,NA
"Animals","la","ca",200427.852941,7,0.451528793749,0.142141404737,NA
"Animals","la","es",201151.368421,8.34210526316,0.404449223999,0.187147330812,NA
"Animals","la","eu",201873.117647,8.55882352941,0.355932689345,0.139371003799,NA
"Animals","la","fr",202566.722222,8.13888888889,0.458468845526,0.2779390932,NA
"Animals","la","he",203284.827586,6.37931034483,0.48211264092,0.0458354144122,NA
"Animals","la","it",203964.740741,6.40740740741,0.376879872283,0.105135029153,NA
"Animals","la","ja",204657.75,6.40625,0.502313601055,0.0736747026524,NA
"Animals","la","ka",205239.857143,8.22857142857,0.331301357156,0.0456619664493,NA
"Animals","la","kk",205900.939394,7.81818181818,0.479717809726,0.0879452365642,NA
"Animals","la","pt",206592.756757,8.45945945946,0.456798126851,0.134561343136,NA
"Animals","la","ro",207341.666667,7.80555555556,0.483896178957,0.0085992495697,NA
"Animals","lt","be",208075.794118,13.2647058824,0.373992842269,0.25623586788,NA
"Animals","lt","ca",208821.617647,10.1764705882,0.406600826459,0.259700344094,NA
"Animals","lt","da",209590.470588,11.8529411765,0.390901300057,0.247128052108,NA
"Animals","lt","de",210410.081081,14.2432432432,0.273749662657,0.317048822409,NA
"Animals","lt","en",211242.810811,13.1081081081,0.337257604472,0.265243324375,NA
"Animals","lt","es",212057.405405,13.1081081081,0.311908858165,0.347925475573,NA
"Animals","lt","eu",212843.727273,13.1818181818,0.448265783651,0.247660701095,NA
"Animals","lt","fr",213605.944444,12.4166666667,0.350531041522,0.262330331539,NA
"Animals","lt","he",214383.90625,8.375,0.360360917271,0.194628015371,NA
"Animals","lt","it",215124.37931,11.1379310345,0.394464731507,0.277177731815,NA
"Animals","lt","ja",215861.0625,9.3125,0.385678988039,0.185393444819,NA
"Animals","lt","ka",216503.515152,13.3636363636,0.409317437485,0.147627714751,NA
"Animals","lt","kk",217215.151515,12.2121212121,0.410380263908,0.257947613488,NA
"Animals","lt","la",217950.15625,7.125,0.445079749494,-0.0645069092741,NA
"Animals","lt","nl",218726.694444,12.2222222222,0.379410618028,0.334594436122,NA
"Animals","lt","no",219536.852941,10.9117647059,0.351226532166,0.307603802262,NA
"Animals","lt","pt",220334.621622,12.4594594595,0.391307695774,0.280419439967,NA
"Animals","lt","ro",221121.885714,12.9714285714,0.339064553915,0.184392544879,NA
"Animals","nl","be",221900.305556,12.7777777778,0.380683896175,0.272227200925,NA
"Animals","nl","ca",222679.216216,12.9459459459,0.358256988234,0.280211840694,NA
"Animals","nl","en",223514.825,16.1,0.197840222711,0.456629456575,NA
"Animals","nl","es",224416.625,15.45,0.143259711092,0.406877531698,NA
"Animals","nl","eu",225256.789474,12.3157894737,0.27807188075,0.387491912455,NA
"Animals","nl","fr",226066.666667,14.4871794872,0.296209095829,0.304199847465,NA
"Animals","nl","he",226925.305556,9.88888888889,0.290581593134,0.346402455369,NA
"Animals","nl","it",227721.387097,13.5483870968,0.321770607288,0.235259485442,NA
"Animals","nl","ja",228526.388889,9.77777777778,0.409030304269,0.182477462285,NA
"Animals","nl","ka",229240.72973,10.5675675676,0.358238510752,0.0722778210982,NA
"Animals","nl","kk",229979.428571,12.1714285714,0.280605086622,0.336923240191,NA
"Animals","nl","la",230757.028571,6.4,0.371584164412,0.0210894728563,NA
"Animals","nl","pt",231542.65,14.175,0.3195539201,0.34605464534,NA
"Animals","nl","ro",232393.810811,14.4864864865,0.272350191348,0.422096503202,NA
"Animals","no","be",233195.828571,10.8571428571,0.377153329084,0.212991582292,NA
"Animals","no","ca",233947.294118,11.0882352941,0.341739052596,0.286104888726,NA
"Animals","no","da",234748.435897,16.3846153846,0.150240966294,0.502960052621,NA
"Animals","no","de",235639.333333,14.4615384615,0.262271893536,0.437907566355,NA
"Animals","no","en",236514.921053,13.8947368421,0.28135647295,0.320350288032,NA
"Animals","no","es",237378.5,13.3421052632,0.209622487752,0.350812286884,NA
"Animals","no","eu",238179.171429,11.5428571429,0.327948368119,0.259797785026,NA
"Animals","no","fr",238965,11.8157894737,0.254568497065,0.377904928397,NA
"Animals","no","he",239767.272727,10.696969697,0.298247224208,0.377578312248,NA
"Animals","no","it",240537.03125,11.46875,0.245098469851,0.296749440718,NA
"Animals","no","ja",241303.969697,8.78787878788,0.385485098514,0.19425497664,NA
"Animals","no","ka",241977.735294,10.5,0.342003439,0.279713164943,NA
"Animals","no","kk",242685.176471,11.3823529412,0.343764231141,0.184146597678,NA
"Animals","no","la",243423.96875,6.90625,0.485017970818,0.0896256798269,NA
"Animals","no","nl",244182.675676,12.4594594595,0.292814150957,0.374333382775,NA
"Animals","no","pt",245028.710526,12.3684210526,0.374195101393,0.321979607991,NA
"Animals","no","ro",245842,13.5757575758,0.326829923813,0.366562717032,NA
"Animals","pl","be",246644.428571,15.2571428571,0.283665835984,0.32767750166,NA
"Animals","pl","ca",247377.441176,12.5294117647,0.395339738594,0.327487064354,NA
"Animals","pl","da",248111.942857,13.4,0.277568514331,0.316252806372,NA
"Animals","pl","de",248875.486486,16.3783783784,0.217174455776,0.417122489779,NA
"Animals","pl","en",249658.514286,17.1428571429,0.205532775927,0.354933691534,NA
"Animals","pl","es",250429.189189,16.0810810811,0.269256768761,0.283652948162,NA
"Animals","pl","eu",251163.454545,14.7575757576,0.294418685484,0.274648884064,NA
"Animals","pl","fr",251883.324324,14.3783783784,0.322759369545,0.280548743988,NA
"Animals","pl","he",252629.272727,10.5151515152,0.356227762137,0.266080136433,NA
"Animals","pl","it",253331.071429,12.5714285714,0.292637561225,0.317725069322,NA
"Animals","pl","ja",254031.516129,11.4193548387,0.429458187655,0.259462302961,NA
"Animals","pl","ka",254663.314286,13.7428571429,0.316038723226,0.311969577073,NA
"Animals","pl","kk",255356.151515,12.2727272727,0.279787828499,0.353752295778,NA
"Animals","pl","la",256054.228571,7.71428571429,0.371404476688,0.0283420967523,NA
"Animals","pl","lt",256790.25,12.75,0.377746381245,0.21536687449,NA
"Animals","pl","nl",257530.257143,13.7714285714,0.189256906536,0.407339504573,NA
"Animals","pl","no",258316.272727,13.1515151515,0.345127941784,0.295608862705,NA
"Animals","pl","pt",259065.861111,14.9166666667,0.387022806759,0.241278532559,NA
"Animals","pl","ro",259825.25,14.1388888889,0.33476834021,0.316631636258,NA
"Animals","pl","ru",260578.342857,18.8285714286,0.14104872232,0.496857252484,NA
"Animals","pt","be",261327.083333,13.1944444444,0.409222621649,0.274260891754,NA
"Animals","pt","es",262102.121951,19.3414634146,0.147209812296,0.510687889557,NA
"Animals","pt","eu",262958.7,12.825,0.35965793929,0.279331141188,NA
"Animals","pt","he",263726.971429,10.4,0.319069154258,0.287239900015,NA
"Animals","pt","it",264507.625,15.84375,0.241732614923,0.412277269597,NA
"Animals","pt","ja",265296.514286,11,0.357761980288,0.276107370754,NA
"Animals","pt","ka",265996.078947,11.7105263158,0.337174868394,0.0980648332064,NA
"Animals","pt","kk",266714.361111,12.0277777778,0.320462628586,0.320724742224,NA
"Animals","pt","ro",267488.486486,15.8108108108,0.345262118746,0.267515223767,NA
"Animals","ro","be",268286.783784,14.027027027,0.34062605545,0.262128704933,NA
"Animals","ro","es",269028.205128,17.4102564103,0.152682297747,0.500650612439,NA
"Animals","ro","eu",269832.918919,14.2432432432,0.292205488148,0.300694693931,NA
"Animals","ro","he",270566.777778,10.5555555556,0.397113689167,0.268264443037,NA
"Animals","ro","ja",271317.4,10.8,0.416304137248,0.189226130563,NA
"Animals","ro","ka",271993.621622,13.2432432432,0.341112971698,0.240142603109,NA
"Animals","ro","kk",272700.138889,12.7222222222,0.292010370418,0.344477899183,NA
"Animals","ru","be",273434.027778,18.3055555556,0.247577906578,0.28535029335,NA
"Animals","ru","ca",274212.147059,14.3529411765,0.270992318713,0.353245093773,NA
"Animals","ru","da",274971.388889,14.75,0.238885418045,0.349463036797,NA
"Animals","ru","de",275774.216216,19.5945945946,0.153576753828,0.493670272093,NA
"Animals","ru","en",276601.486486,17.5675675676,0.203761440085,0.412393559409,NA
"Animals","ru","es",277403.444444,18.5833333333,0.136772136892,0.463468916436,NA
"Animals","ru","eu",278191.971429,15.7142857143,0.376226455827,0.311123708376,NA
"Animals","ru","fr",278939.722222,16.4722222222,0.196804459592,0.399870448939,NA
"Animals","ru","he",279713.764706,11.7352941176,0.492442796095,0.156007014336,NA
"Animals","ru","it",280455.166667,14.7,0.223425259836,0.378593434044,NA
"Animals","ru","ja",281197.21875,12.9375,0.309324297704,0.27536145292,NA
"Animals","ru","ka",281867.657143,16.2857142857,0.30428095779,0.292762187857,NA
"Animals","ru","kk",282596.382353,17.2352941176,0.2306986096,0.409171438168,NA
"Animals","ru","la",283322.529412,9.17647058824,0.387660421425,0.160334664372,NA
"Animals","ru","lt",284081.5,14.1176470588,0.297144779153,0.374299715845,NA
"Animals","ru","nl",284866.194444,16.5833333333,0.176700897767,0.470528737131,NA
"Animals","ru","no",285675.323529,14.3529411765,0.308361774669,0.343662717975,NA
"Animals","ru","pt",286447.25,16.8611111111,0.199284410498,0.425910774714,NA
"Animals","ru","ro",287238.777778,16.5,0.303082978838,0.324472478511,NA
"Animals","sk","be",288010.085714,15,0.332675422245,0.266666135482,NA
"Animals","sk","ca",288738.515152,11.7272727273,0.41038133516,0.1580736627,NA
"Animals","sk","cs",289459.942857,17.4571428571,0.268534544129,0.361404838191,NA
"Animals","sk","da",290234.828571,10.6857142857,0.3693222067,0.12137366083,NA
"Animals","sk","de",290999.472222,14.4444444444,0.276048025599,0.275932461324,NA
"Animals","sk","en",291776.228571,12.9714285714,0.426784588204,0.166496099622,NA
"Animals","sk","es",292553.027778,13.6944444444,0.356419150012,0.232332572287,NA
"Animals","sk","eu",293289.727273,13.3636363636,0.499875052962,0.140205223137,NA
"Animals","sk","fr",294009.333333,13.3055555556,0.381162174547,0.242739350965,NA
"Animals","sk","he",294743.852941,8.05882352941,0.460814927581,0.0846466424893,NA
"Animals","sk","it",295445,11.8,0.368368320257,0.24875868642,NA
"Animals","sk","ja",296151.9375,9.78125,0.407376080608,0.227575164625,NA
"Animals","sk","ka",296775.558824,14.0294117647,0.417810512929,0.199587431474,NA
"Animals","sk","kk",297474.125,12.59375,0.382193329582,0.303969433786,NA
"Animals","sk","la",298168,8.61764705882,0.539447635185,0.0734898103148,NA
"Animals","sk","lt",298911.939394,12.2424242424,0.360662832946,0.245193879114,NA
"Animals","sk","nl",299658.861111,12.9166666667,0.368481321106,0.19385726848,NA
"Animals","sk","no",300424.441176,10.0588235294,0.453145983985,0.101255826952,NA
"Animals","sk","pl",301187.852941,15.2058823529,0.283553369922,0.304803478524,NA
"Animals","sk","pt",301931.914286,12.9142857143,0.405758226175,0.163980236552,NA
"Animals","sk","ro",302685.111111,12.5833333333,0.416346644586,0.177217171957,NA
"Animals","sk","ru",303429.628571,16.4,0.329722060722,0.265803684869,NA
"Basic actions and technology","be","es",425.710526316,9.02631578947,0.382179584462,0.326344106678,0.24125
"Basic actions and technology","bg","be",1063.69565217,9.86956521739,0.301655535779,0.342725823942,0.23375
"Basic actions and technology","bg","ca",1749.82142857,8.92857142857,0.234964693392,0.336611456181,NA
"Basic actions and technology","bg","cs",2479.88888889,11,0.23091516939,0.385029649795,0.416666666666667
"Basic actions and technology","bg","da",3180.64705882,8.32352941176,0.344095186022,0.335420883313,NA
"Basic actions and technology","bg","de",3893.375,8.71875,0.352829692337,0.381633819247,NA
"Basic actions and technology","bg","en",4636.09090909,8.48484848485,0.371400263269,0.13644427548,0.5
"Basic actions and technology","bg","es",5348.03333333,9.9,0.352841694873,0.314618133373,0.333333333333333
"Basic actions and technology","bg","eu",6060.5,7.67857142857,0.287165397814,0.394344506669,NA
"Basic actions and technology","bg","fr",6714.1875,7.90625,0.319144920559,0.373810188492,0.407083333333333
"Basic actions and technology","bg","he",7386.96428571,8.07142857143,0.430422113403,0.311012845183,0.541666666666666
"Basic actions and technology","bg","hr",8084.85185185,10.8518518519,0.275216080361,0.359908820781,NA
"Basic actions and technology","bg","it",8727.5,9.15384615385,0.22122917392,0.282645058399,NA
"Basic actions and technology","bg","ja",9364.37037037,6.22222222222,0.421562091534,0.121429051922,0.51625
"Basic actions and technology","bg","ka",9989.31818182,10.5909090909,0.16182474383,0.449663959618,NA
"Basic actions and technology","bg","kk",10677.8518519,6.7037037037,0.355590411597,0.378320494486,0.416666666666667
"Basic actions and technology","bg","la",11337.037037,5.66666666667,0.231469814419,0.384344005364,0.53125
"Basic actions and technology","bg","lt",12026.2,9.1,0.3710945925,0.400084322695,0.282083333333333
"Basic actions and technology","bg","nl",12748.969697,7.39393939394,0.403402892876,0.200772008332,0.583333333333334
"Basic actions and technology","bg","no",13467.6666667,8.33333333333,0.31908813988,0.292035945232,NA
"Basic actions and technology","bg","pl",14143.2692308,10.9615384615,0.245762776964,0.369687664634,NA
"Basic actions and technology","bg","pt",14862.5882353,7.91176470588,0.389572662801,0.396837181754,NA
"Basic actions and technology","bg","ro",15561.1612903,9.06451612903,0.341049971709,0.322729772357,NA
"Basic actions and technology","bg","ru",16279.0344828,11.8275862069,0.239861592376,0.490925283005,0.62
"Basic actions and technology","bg","sk",16960.7307692,9.80769230769,0.417935829237,0.238769143148,NA
"Basic actions and technology","ca","be",17714,8.33333333333,0.474354426893,0.256556833241,NA
"Basic actions and technology","ca","es",18510.0169492,15.7118644068,0.156951340737,0.544012542841,NA
"Basic actions and technology","ca","eu",19284.2708333,8.60416666667,0.295585506037,0.358488651016,NA
"Basic actions and technology","ca","he",19930.902439,7.36585365854,0.31201703204,0.225894433686,NA
"Basic actions and technology","ca","it",20704.877551,12.7959183673,0.26215183895,0.517150196378,NA
"Basic actions and technology","ca","ja",21417.173913,5.60869565217,0.328138695181,0.260219737036,NA
"Basic actions and technology","ca","ka",22049.2,8.03333333333,0.309871609602,0.403747170327,NA
"Basic actions and technology","ca","kk",22780.9545455,7.04545454545,0.317024220227,0.337350108474,NA
"Basic actions and technology","ca","pt",23566.9322034,12.9322033898,0.197845849335,0.409033509238,NA
"Basic actions and technology","ca","ro",24349.7358491,9.47169811321,0.283973155007,0.461809423922,NA
"Basic actions and technology","cs","be",25081.3666667,11.7,0.297215681268,0.360712150558,0.4225
"Basic actions and technology","cs","ca",25812.1176471,9.02941176471,0.318891021385,0.310783330588,NA
"Basic actions and technology","cs","da",26570.3076923,10.4102564103,0.344341082591,0.17285050071,NA
"Basic actions and technology","cs","de",27353.7948718,11.5897435897,0.385786100498,0.242483533585,NA
"Basic actions and technology","cs","en",28154.675,9,0.300879600189,0.276032279772,0.25
"Basic actions and technology","cs","es",28934.4102564,9.5641025641,0.335477929857,0.334042390084,0.291666666666667
"Basic actions and technology","cs","eu",29673.9142857,7.62857142857,0.378925075009,0.277138491419,NA
"Basic actions and technology","cs","fr",30412.9230769,9.17948717949,0.374226400679,0.230988458181,0.23875
"Basic actions and technology","cs","he",31111.8,8.28571428571,0.363797593748,0.209155265183,0.625
"Basic actions and technology","cs","it",31848.40625,10.0625,0.324129973204,0.369678795772,NA
"Basic actions and technology","cs","ja",32524.4848485,6.27272727273,0.360321866376,0.0714520395379,0.570833333333334
"Basic actions and technology","cs","ka",33160.6923077,9.34615384615,0.293472824573,0.365261127497,NA
"Basic actions and technology","cs","kk",33897.6875,7.5625,0.330099338381,0.443008672558,0.541666666666666
"Basic actions and technology","cs","la",34605.4444444,6.61111111111,0.432616224356,0.130263092399,0.576666666666666
"Basic actions and technology","cs","lt",35349.1891892,9.48648648649,0.383989997396,0.354800312123,0.422083333333333
"Basic actions and technology","cs","nl",36128.475,8.775,0.447872589102,0.173339238452,0.333333333333333
"Basic actions and technology","cs","no",36910.3888889,10.3055555556,0.403048799838,0.34754800456,NA
"Basic actions and technology","cs","pl",37656.4117647,13.8529411765,0.27373402543,0.334470499335,NA
"Basic actions and technology","cs","pt",38423.8974359,9.69230769231,0.355909271762,0.234282052105,NA
"Basic actions and technology","cs","ro",39189.8648649,9.97297297297,0.378148587765,0.430382638234,NA
"Basic actions and technology","cs","ru",39954.1621622,14.027027027,0.235920010269,0.362411613116,0.652916666666666
"Basic actions and technology","da","be",40684.9189189,7.86486486486,0.325026419746,0.293655644288,NA
"Basic actions and technology","da","ca",41483.7368421,9.9649122807,0.372666893962,0.259619522462,NA
"Basic actions and technology","da","de",42323.8965517,12.1379310345,0.336165164726,0.324253696572,NA
"Basic actions and technology","da","en",43210.7096774,9.87096774194,0.399547936427,0.266754679018,NA
"Basic actions and technology","da","es",44081.5666667,10.2,0.327602702168,0.396958837175,NA
"Basic actions and technology","da","eu",44889.0204082,8.16326530612,0.378714886077,0.353652418775,NA
"Basic actions and technology","da","fr",45705.3333333,10.2631578947,0.354176074466,0.335728689199,NA
"Basic actions and technology","da","he",46455.6744186,7.37209302326,0.49106005991,0.124897051575,NA
"Basic actions and technology","da","it",47246.8235294,10.3137254902,0.312655847528,0.339061362663,NA
"Basic actions and technology","da","ja",47998.3829787,5.44680851064,0.396054023926,0.208159613407,NA
"Basic actions and technology","da","ka",48671.1290323,8.22580645161,0.358054550957,0.29982392986,NA
"Basic actions and technology","da","kk",49440.3636364,7.75,0.34898183827,0.214298215155,NA
"Basic actions and technology","da","la",50206.1521739,5.82608695652,0.338340757711,0.158947846416,NA
"Basic actions and technology","da","nl",51005.6666667,10.8166666667,0.335667452965,0.397598568581,NA
"Basic actions and technology","da","pt",51865.9322034,10.1525423729,0.310273405924,0.337029534597,NA
"Basic actions and technology","da","ro",52691.8909091,8.92727272727,0.378192263234,0.287204164552,NA
"Basic actions and technology","de","be",53449.6052632,8.94736842105,0.450364369383,0.138709617662,NA
"Basic actions and technology","de","ca",54261.1509434,10.0566037736,0.364170122649,0.261125431827,NA
"Basic actions and technology","de","en",55135.8688525,9.93442622951,0.377103673296,0.30118150824,NA
"Basic actions and technology","de","es",56038.2033898,10.8644067797,0.370057727778,0.300464477616,NA
"Basic actions and technology","de","eu",56877.1666667,8.5,0.412054570875,0.187265304237,NA
"Basic actions and technology","de","fr",57702.4,10.8727272727,0.407234711286,0.237617567966,NA
"Basic actions and technology","de","he",58495.4418605,8.11627906977,0.381275137867,0.165722585339,NA
"Basic actions and technology","de","it",59331.9215686,11.0980392157,0.280345178629,0.278201324687,NA
"Basic actions and technology","de","ja",60088.5652174,6.30434782609,0.431910039579,0.318721460648,NA
"Basic actions and technology","de","ka",60810.1875,8.53125,0.341164530504,0.273599526113,NA
"Basic actions and technology","de","kk",61585.1818182,7.95454545455,0.361823656785,0.213469063022,NA
"Basic actions and technology","de","la",62382.6,6.33333333333,0.41922578936,0.284439057036,NA
"Basic actions and technology","de","nl",63227.3220339,12.9152542373,0.296280836135,0.254820784924,NA
"Basic actions and technology","de","pt",64133.5263158,11.1929824561,0.414149259686,0.276769467873,NA
"Basic actions and technology","de","ro",64997.3396226,9.18867924528,0.418851258376,0.24284127126,NA
"Basic actions and technology","en","be",65768.8235294,7.91176470588,0.445970273437,0.107679904522,0.464166666666667
"Basic actions and technology","en","ca",66579.5689655,9.06896551724,0.290152990545,0.351221152626,NA
"Basic actions and technology","en","es",67449.3484848,10.1666666667,0.215189813662,0.312474455679,0.291666666666667
"Basic actions and technology","en","eu",68260.9183673,7.91836734694,0.376095203446,0.130724493988,NA
"Basic actions and technology","en","fr",69085.3442623,10.0655737705,0.284781696625,0.371452751672,0.280416666666667
"Basic actions and technology","en","he",69866.5106383,7.31914893617,0.377363269943,0.00026300538971,0.458333333333334
"Basic actions and technology","en","it",70701.5272727,10.0909090909,0.292992377939,0.322756118321,NA
"Basic actions and technology","en","ja",71466.84,5.98,0.378645438152,0.144664131105,0.445833333333333
"Basic actions and technology","en","ka",72175.5,7.08823529412,0.317577048833,0.192021407702,NA
"Basic actions and technology","en","kk",72957.4,7.22,0.399077322296,0.278432787595,0.666666666666666
"Basic actions and technology","en","la",73712.6086957,6.13043478261,0.383393020889,0.224039941502,0.551666666666667
"Basic actions and technology","en","pt",74543.2295082,10.6721311475,0.310910265755,0.308164935881,NA
"Basic actions and technology","en","ro",75387.3684211,8.28070175439,0.352050791129,0.219534655437,NA
"Basic actions and technology","en","ru",76215.1632653,9.4693877551,0.389372681137,0.208960462261,0.73625
"Basic actions and technology","eu","be",76911.8,7.2,0.321725371589,0.328903740277,NA
"Basic actions and technology","eu","es",77695.2,9.04,0.313885003881,0.31694860746,NA
"Basic actions and technology","eu","he",78404.325,5.975,0.405456950796,0.204873963944,NA
"Basic actions and technology","fi","be",79104.2941176,9.20588235294,0.403383574623,0.28437629145,NA
"Basic actions and technology","fi","bg",79798.2413793,10.1034482759,0.232507014351,0.369665073639,NA
"Basic actions and technology","fi","ca",80597.5510204,9.77551020408,0.288700998944,0.352446142265,NA
"Basic actions and technology","fi","cs",81347.6486486,10.5675675676,0.397563571386,0.268638902911,NA
"Basic actions and technology","fi","da",82178.5192308,10.8076923077,0.319271110918,0.351301922402,NA
"Basic actions and technology","fi","de",83014.2115385,10.3461538462,0.411539864762,0.275170798516,NA
"Basic actions and technology","fi","en",83870.6909091,8.76363636364,0.458800714775,0.165480899278,NA
"Basic actions and technology","fi","es",84713.8545455,11.3818181818,0.270892067254,0.419979607075,NA
"Basic actions and technology","fi","eu",85520.8510638,8.44680851064,0.35707331972,0.381477339316,NA
"Basic actions and technology","fi","fr",86308.3396226,10.0754716981,0.295852856688,0.410292552106,NA
"Basic actions and technology","fi","he",87074.0666667,7.06666666667,0.253277198982,0.227870659252,NA
"Basic actions and technology","fi","hi",87808.9210526,8.5,0.319626864949,0.284547843889,NA
"Basic actions and technology","fi","hr",88561.325,10.05,0.324649179413,0.297466076591,NA
"Basic actions and technology","fi","hu",89336.5416667,9.95833333333,0.275402868132,0.486302449222,NA
"Basic actions and technology","fi","hy",90121.32,9.32,0.399646754774,0.192172567773,NA
"Basic actions and technology","fi","it",90865.6666667,10.2,0.240149736331,0.422103782013,NA
"Basic actions and technology","fi","ja",91583.9268293,6.56097560976,0.396734918915,0.189889013186,NA
"Basic actions and technology","fi","ka",92294.1176471,9.52941176471,0.315974988061,0.371646213917,NA
"Basic actions and technology","fi","kk",93054.7380952,7.64285714286,0.290497634289,0.24878736598,NA
"Basic actions and technology","fi","la",93794.255814,6.74418604651,0.376981586734,0.326969653698,NA
"Basic actions and technology","fi","lt",94572.9019608,9.41176470588,0.300111940442,0.366408645665,NA
"Basic actions and technology","fi","nl",95399.3921569,9.62745098039,0.3763437921,0.315231904471,NA
"Basic actions and technology","fi","no",96224.4166667,10.1458333333,0.330899938241,0.321321568126,NA
"Basic actions and technology","fi","pl",96986.4871795,10.5897435897,0.288168296207,0.373101062911,NA
"Basic actions and technology","fi","pt",97796.8113208,10.6981132075,0.378637506281,0.336362488248,NA
"Basic actions and technology","fi","ro",98608.86,8.5,0.353560653742,0.356831220815,NA
"Basic actions and technology","fi","ru",99419.0930233,11.5813953488,0.291126771313,0.404004087473,NA
"Basic actions and technology","fi","sk",100156.447368,10.0263157895,0.302611940409,0.421426793811,NA
"Basic actions and technology","fr","be",100916.351351,7.10810810811,0.388204360641,0.281272324017,0.275833333333333
"Basic actions and technology","fr","ca",101726.457627,13.3220338983,0.262832672925,0.430598080122,NA
"Basic actions and technology","fr","es",102587.152542,12.9152542373,0.187617793499,0.451990515785,0.19875
"Basic actions and technology","fr","eu",103403.083333,8.29166666667,0.31883004055,0.368686520221,NA
"Basic actions and technology","fr","he",104116.782609,6.91304347826,0.335033304936,0.179673006309,0.61375
"Basic actions and technology","fr","it",104922.244898,13.4897959184,0.178988057935,0.543343246938,NA
